Title_amazon,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author_amazon,Number of Pages_amazon,Author_cleaned,source_URL,Readers Choice Votes,Readers Choice Category,Title_goodreads,Author_goodreads,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages_goodreads,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author,_merge
Seinfeld: The Miniature Coffee Table Book of Coffee Tables (RP Minis),3951,3.8,27,9.28,Performing Arts,RP Minis,,Cosmo Kramer,48.0,cosmo kramer,,,,,,,,,,,,,,,,left_only
"Willow Creek Press Pun Intended Monthly 2024 Wall Calendar (12"" x 12"")",3951,4.6,13,7.99,Wall Calendars,Willow Creek Pr,Willow Creek Press,Press Willow,,press willow,,,,,,,,,,,,,,,,left_only
The New York Times Mini Crossword Page-A-Day Calendar 2024: For Crossword Beginners and Puzzle Pros,3951,4.8,8,15.29,Crosswords,Workman Publishing Company,Workman Publishing,Calendars Workman,640.0,calendars workman,,,,,,,,,,,,,,,,left_only
The Overstory: A Novel,3952,4.4,37407,11.19,Political,W. W. Norton & Company,W. W. Norton & Company,Richard Powers,512.0,richard powers,,,,,,,,,,,,,,,,left_only
Gods of the Bible: A New Interpretation of the Bible Reveals the Oldest Secret in History,3953,4.7,263,18.0,Atheism,Tuthi,Tuthi,Mauro Biglino,329.0,mauro biglino,,,,,,,,,,,,,,,,left_only
pocket calendar 2024-2025 for purse: Small 2-Year Monthly Agenda for Purse | Floral Cover,3953,4.1,108,3.99,Managerial,Independently published,,Widu Widadua,79.0,widu widadua,,,,,,,,,,,,,,,,left_only
"I Survived the Sinking of the Titanic, 1912",3956,4.7,5359,2.99,Family Life,Scholastic Paperbacks,Scholastic,Tarshis Lauren,112.0,tarshis lauren,,,,,,,,,,,,,,,,left_only
Warriors: The Broken Code Box Set: Volumes 1 to 6,3958,4.9,4045,31.48,Cats,HarperCollins,,Erin Hunter,2128.0,erin hunter,,,,,,,,,,,,,,,,left_only
American Gods: A Novel,3958,4.8,1104,3.5,Genre Fiction,William Morrow Paperbacks,William Morrow & Company,Neil Gaiman,560.0,neil gaiman,,,,,,,,,,,,,,,,left_only
"Carson Dellosa Cursive Handwriting Workbook for Kids, Grades 3-5 Cursive Letter Tracing Book, Cursive Handwriting Practice and Letter Tracing for Beginners Workbook for Homeschool or Classroom",3959,4.7,6308,3.59,Handwriting,Brighter Child,Brighter Child,Child Brighter,80.0,child brighter,,,,,,,,,,,,,,,,left_only
"Modern Chess Openings, 15th Edition",3961,4.7,1542,18.23,Board Games,Random House Puzzles & Games,Random House Puzzles & Games,Nick de Firmian,768.0,nick de firmian,,,,,,,,,,,,,,,,left_only
The Secret Lives of Color,3962,4.7,4096,12.59,History,Penguin Books,Penguin Books,Kassia St. Clair,320.0,kassia st. clair,,,,,,,,,,,,,,,,left_only
"Harry Potter and the Deathly Hallows (Harry Potter, Book 7)",3962,4.9,45,12.53,Emotions & Feelings,Scholastic Inc.,Scholastic,J. K. Rowling,784.0,j. k. rowling,,,,,,,,,,,,,,,,left_only
"Solo Leveling, Vol. 5 (comic) (Solo Leveling (comic), 5)",3962,4.9,1498,14.44,Fantasy,Yen Press,Yen Press,STUDIO) DUBU,320.0,studio) dubu,,,,,,,,,,,,,,,,left_only
The Illustrated Word: An Artists Collection of Sketches and Study Notes,3963,5.0,1,17.96,Bibles,Radiant Publishing,,Adam Creagon,128.0,adam creagon,,,,,,,,,,,,,,,,left_only
Refugee,3964,4.7,10028,5.99,Fiction,Scholastic Press,Scholastic,Alan Gratz,352.0,alan gratz,,,,,,,,,,,,,,,,left_only
Dawn of the Light Dragon: A Branches Book (Dragon Masters #24),3965,4.8,347,4.99,Animals,Scholastic Inc.,,Tracey West,96.0,tracey west,,,,,,,,,,,,,,,,left_only
Amazing Nature Puzzles (Highlights Hidden Pictures),3965,4.8,233,5.69,Science,Highlights Press,,Highlights Highlights,144.0,highlights highlights,,,,,,,,,,,,,,,,left_only
"Endure: How to Work Hard, Outlast, and Keep Hammering",3968,4.7,2890,14.95,Success,St. Martin's Press,,Cameron Hanes,336.0,cameron hanes,,,,,,,,,,,,,,,,left_only
How to Draw 101 Monsters: Easy Step-by-step Drawing (How to draw),3969,4.7,2921,3.0,Drawing,Imagine That,Imagine That,That Imagine,48.0,that imagine,,,,,,,,,,,,,,,,left_only
Blood Meridian: Or the Evening Redness in the West (Modern Library (Hardcover)),3970,4.4,14597,16.88,Historical,Modern Library,Modern Library,McCarthy Cormac,384.0,mccarthy cormac,,,,,,,,,,,,,,,,left_only
The Great British Baking Show: Kitchen Classics: The Official 2023 Great British Bake Off Book,3970,5.0,12,26.08,Cakes,Mobius,,Team The,288.0,team the,,,,,,,,,,,,,,,,left_only
After I Do: A Novel,3972,4.3,17306,6.99,Family Life,Atria Books,Washington Square Press,Taylor Jenkins Reid,352.0,taylor jenkins reid,,,,,,,,,,,,,,,,left_only
"The Year One Challenge for Women: Thinner, Leaner, and Stronger Than Ever in 12 Months (The Thinner Leaner Stronger Series)",3975,4.3,2480,10.99,Hip & Thigh Workouts,Oculus Publishers,Michael Matthews,Michael Matthews,376.0,michael matthews,,,,,,,,,,,,,,,,left_only
"The Last Wish: Introducing the Witcher (The Witcher, 1)",3975,4.6,60651,12.39,Fantasy,Orbit,FILLBOSS,Andrzej Sapkowski,352.0,andrzej sapkowski,,,,,,,,,,,,,,,,left_only
"Avatar, the Last Airbender: The Kyoshi Novels (Chronicles of the Avatar Box Set)",3977,4.9,1002,19.18,Fantasy,Amulet Books,,F. C. Yee,800.0,f. c. yee,,,,,,,,,,,,,,,,left_only
The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,3978,4.6,19460,9.28,Personal Transformation,Bard Press,Gary Keller,Gary Keller,240.0,gary keller,,,,,,,,,,,,,,,,left_only
"Starting a Business QuickStart Guide: The Simplified Beginner’s Guide to Launching a Successful Small Business, Turning Your Vision into Reality, and ... Dream (QuickStart Guides™ - Business)",3980,4.5,3532,16.84,Entrepreneurship,ClydeBank Media LLC,Clydebank Media LLC,Ken Colwell PhD MBA,282.0,ken colwell phd mba,,,,,,,,,,,,,,,,left_only
The Frog and Toad Collection Box Set: Includes 3 Favorite Frog and Toad Stories! (I Can Read Level 2),3981,4.9,2465,9.22,Frogs & Toads,HarperCollins,HarperCollins,Arnold Lobel,,arnold lobel,,,,,,,,,,,,,,,,left_only
Pop-Up Peekaboo! Things That Go: Pop-Up Surprise Under Every Flap!,3981,4.8,2469,5.75,Heavy Machinery,DK Children,DK Children,DK DK,12.0,dk dk,,,,,,,,,,,,,,,,left_only
How to Beat Your Dad at Chess (Chess for Kids),3982,4.5,1188,11.0,Activity Books,Gambit Publications,Gambit Publications,Murray Chandler,128.0,murray chandler,,,,,,,,,,,,,,,,left_only
Brain Games - Sticker by Number: Stained Glass (28 Images to Sticker),3982,4.8,154,13.48,Travel Games,"Publications International, Ltd.",Brain Games,Ltd. Publications,104.0,ltd. publications,,,,,,,,,,,,,,,,left_only
Bob Dylan: Mixing up the Medicine,3983,4.6,80,60.99,Portraits,Callaway,,Mark Davidson,608.0,mark davidson,,,,,,,,,,,,,,,,left_only
Losers: Part I,3984,4.5,6042,16.99,New Adult & College,Harley Laroux Publications,,Harley Laroux,592.0,harley laroux,,,,,,,,,,,,,,,,left_only
The Surrogate Mother: An addictive psychological thriller you won't be able to put down,3985,4.4,20819,9.91,Family Life,Independently published,,Freida McFadden,340.0,freida mcfadden,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret?from_choice=true,86468.0,Mystery & Thriller,The Housemaid's Secret,Freida McFadden,4.28,"321,845","21,398",318.0,Kindle Edition,"It's hard to find an employer who doesn't ask too many questions about my past. So I thank my lucky stars that the Garricks miraculously give me a job, cleaning their stunning penthouse with views across the city and preparing fancy meals in their shiny kitchen. I can work here for a while, stay quiet until I get what I want.It's almost perfect. But I still haven't met Mrs Garrick, or seen inside the guest bedroom. I'm sure I hear her crying. I notice spots of blood around the neck of her white nightgowns when I'm doing laundry. And one day I can't help but knock on the door. When it gently swings open, what I see inside changes everything....That's when I make a promise. After all, I've done this before. I can protect Mrs. Garrick while keeping my own secrets locked up safe.Douglas Garrick has done wrong. He is going to pay. It's simply a question of how far I'm willing to go....",20-Feb-23,Kindle Unlimited $0.00,0.0,"New York Times, USA Today, Wall Street Journal, Publisher's Weekly, and Amazon Charts bestselling author Freida McFadden is a practicing physician specializing in brain injury who has penned multiple Kindle bestselling psychological thrillers and medical humor novels. She lives with her family and black cat in a centuries-old three-story home overlooking the ocean, with staircases that creak and moan with each step, and nobody could hear you if you scream. Unless you scream really loudly, maybe.",both
The Surrogate Mother: An addictive psychological thriller you won't be able to put down,3985,4.4,20819,9.91,Family Life,Independently published,,Freida McFadden,340.0,freida mcfadden,https://www.goodreads.com/book/show/123423832-the-coworker?from_choice=true,6373.0,Mystery & Thriller,The Coworker,Freida McFadden,3.84,"105,300","8,995",362.0,Paperback,"Two women. An office filled with secrets. One terrible crime that can't be taken backDawn Schiff is strange. At least, everyone thinks so at Vixed, the nutritional supplement company where Dawn works as an accountant. She never says the right thing. She has no friends. And she is always at her desk at precisely 8:45 a.m.So when Dawn doesn't show up to the office one morning, her coworker Natalie Farrell—beautiful, popular, top sales rep five years running—is surprised. Then she receives an unsettling, anonymous phone call that changes everything…It turns out Dawn wasn't just an awkward outsider—she was being targeted by someone close. And now Natalie is irrevocably tied to Dawn as she finds herself caught in a twisted game of cat and mouse that leaves her wondering: who's the real victim?<But one thing is incredibly clear: somebody hated Dawn Schiff. Enough to kill.",29-Aug-23,Kindle Unlimited $0.00,0.0,"New York Times, USA Today, Wall Street Journal, Publisher's Weekly, and Amazon Charts bestselling author Freida McFadden is a practicing physician specializing in brain injury who has penned multiple Kindle bestselling psychological thrillers and medical humor novels. She lives with her family and black cat in a centuries-old three-story home overlooking the ocean, with staircases that creak and moan with each step, and nobody could hear you if you scream. Unless you scream really loudly, maybe.",both
"Making Your Own Mead: 43 Recipes for Homemade Honey Wines (Fox Chapel Publishing) Basic Guide to Techniques, plus Recipes for Mead, Fruit Melomels, Grape Pyments, Spiced Metheglins, & Apple Cysers",3986,4.5,640,8.58,Fruits,Fox Chapel Publishing,Design Originals,Bryan Acton,64.0,bryan acton,,,,,,,,,,,,,,,,left_only
"Awesome Jokes That Every 7 Year Old Should Know!: Hundreds of rib ticklers, tongue twisters and side splitters (Awesome Jokes for Kids)",3986,4.6,7285,4.99,Party Games,Big Red Button Books,Big Red Button Books,Mat Waugh,103.0,mat waugh,,,,,,,,,,,,,,,,left_only
"Piense y Hágase Rico.: Nueva Traducción, Basada En La Versión Original 1937. (Timeless Wisdom Collection) (Volume 56) (Spanish Edition)",3988,4.8,4457,8.32,Success,CreateSpace Independent Publishing Platform,,Napoleon Hill,226.0,napoleon hill,,,,,,,,,,,,,,,,left_only
5-Minute Core Exercises for Seniors: Daily Routines to Build Balance and Boost Confidence,3990,4.5,2532,8.02,Osteoporosis,Rockridge Press,,Cindy Brehse,158.0,cindy brehse,,,,,,,,,,,,,,,,left_only
The Herbal Astrology Oracle: A 55-Card Deck and Guidebook,3991,4.9,922,17.0,Shamanism,Hay House Inc.,,Adriana Ayales,176.0,adriana ayales,,,,,,,,,,,,,,,,left_only
Keeper of the Lost Cities Collection Books 1-5 (Boxed Set): Keeper of the Lost Cities; Exile; Everblaze; Neverseen; Lodestar,3994,4.9,3303,33.12,Friendship,Aladdin,Aladdin,Shannon Messenger,3136.0,shannon messenger,,,,,,,,,,,,,,,,left_only
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",3995,4.8,12696,12.0,Aviation,Simon & Schuster,Simon & Schuster,Stephen E. Ambrose,336.0,stephen e. ambrose,,,,,,,,,,,,,,,,left_only
#Staymarried: A Couples Devotional: 30-Minute Weekly Devotions to Grow In Faith And Joy from I Do to Ever After,3996,4.7,5150,6.53,Dating,Althea Press,Althea Press,Michelle Peterson,246.0,michelle peterson,,,,,,,,,,,,,,,,left_only
One Piece: The Official Coloring Book,3997,4.9,62,12.11,Coloring Books,Scholastic Inc.,,Scholastic Scholastic,96.0,scholastic scholastic,,,,,,,,,,,,,,,,left_only
Python Programming Language,3998,4.6,2061,7.95,Python,QuickStudy Reference Guides,Quickstudy Reference Guides,Berajah Jayne,6.0,berajah jayne,,,,,,,,,,,,,,,,left_only
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),3999,4.6,71374,14.75,Contemporary,Bloom Books,Vintage,James E,1625.0,james e,,,,,,,,,,,,,,,,left_only
"Prayers to Strengthen Your Faith, A Box of Blessings",4000,4.8,3522,4.99,Prayerbooks,Christian Art Gifts,Christian Art Gifts,Gifts Christian,51.0,gifts christian,,,,,,,,,,,,,,,,left_only
"Kane Chronicles, The Paperback Box Set-The Kane Chronicles Box Set with Graphic Novel Sampler",4001,4.8,3414,18.99,Action & Adventure,Disney Hyperion,Disney-Hyperion,Rick Riordan,1472.0,rick riordan,,,,,,,,,,,,,,,,left_only
"They're Lying: The Media, The Left, and The Death of George Floyd",4002,4.8,829,17.99,Law Enforcement,Paper Birch Publishing,,Liz Collin,261.0,liz collin,,,,,,,,,,,,,,,,left_only
The Nanny,4005,3.9,5042,7.55,Feel-Good,Berkley,,Lana Ferguson,432.0,lana ferguson,,,,,,,,,,,,,,,,left_only
Elijah: Faith and Fire - Bible Study Book,4005,4.9,9416,16.74,Women's Issues,Lifeway Press,LifeWay Press,Priscilla Shirer,224.0,priscilla shirer,,,,,,,,,,,,,,,,left_only
UFO Cow Abduction: Beam Up Your Bovine (With Light and Sound!) (RP Minis),4006,4.5,6001,9.73,Cats,RP Minis,RP Minis,Matt Smiriglio,32.0,matt smiriglio,,,,,,,,,,,,,,,,left_only
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,4007,4.5,16228,8.31,Leadership & Motivation,Crown Currency,Currency,Eric Ries,336.0,eric ries,,,,,,,,,,,,,,,,left_only
Who Moved My Cheese,4008,4.6,26114,5.0,Motivational,G. P. Putnam's Sons,G.P. Putnam's Sons,Spencer Johnson,96.0,spencer johnson,,,,,,,,,,,,,,,,left_only
"The Worst-Case Scenario Survival Handbook: Expert Advice for Extreme Situations (Survival Handbook, Wilderness Survival Guide, Funny Books): Expert Advice for Extreme Situations",4010,4.7,2010,12.89,Love & Romance,Chronicle Books,Chronicle Books,Joshua Piven,328.0,joshua piven,,,,,,,,,,,,,,,,left_only
The Fascinating Animal Book for Kids: 500 Wild Facts! (Fascinating Facts),4011,4.8,5144,16.2,Baby Animals,Rockridge Press,Rockridge Press,Ginjer Clarke,210.0,ginjer clarke,,,,,,,,,,,,,,,,left_only
"2024 Amy Knapp's Christian Family Organizer: 17-Month Weekly Faith & Inspiration Planner for Mom (Includes Stickers, Thru December 2024) (Amy Knapp's Plan Your Life Calendars)",4011,4.7,978,11.19,Time Management,Sourcebooks,,Amy Knapp,208.0,amy knapp,,,,,,,,,,,,,,,,left_only
The Five-Star Weekend,4012,4.4,30123,12.95,Family Life,"Little, Brown and Company",,Elin Hilderbrand,384.0,elin hilderbrand,https://www.goodreads.com/book/show/62873996-the-five-star-weekend?from_choice=true,45859.0,Fiction,The Five-Star Weekend,Elin Hilderbrand,4.11,"116,619","8,141",384.0,Hardcover,"From the #1 New York Times bestselling author of The Hotel Nantucket After tragedy strikes, Hollis Shaw gathers four friends from different stages in her life to spend an unforgettable weekend on Nantucket.Hollis Shaw’s life seems picture-perfect. She’s the creator of the popular food blog Hungry with Hollis and is married to Matthew, a dreamy heart surgeon. But after she and Matthew get into a heated argument one snowy morning, he leaves for the airport and is killed in a car accident. The cracks in Hollis’s perfect life—her strained marriage and her complicated relationship with her daughter, Caroline—grow deeper.So when Hollis hears about something called a “Five-Star Weekend”—one woman organizes a trip for her best friend from each phase of her life: her teenage years, her twenties, her thirties, and midlife—she decides to host her own Five-Star Weekend on Nantucket. But the weekend doesn’t turn out to be a joyful Hallmark movie.The husband of Hollis’s childhood friend Tatum arranges for Hollis’s first love, Jack Finigan, to spend time with them, stirring up old feelings. Meanwhile, Tatum is forced to play nice with abrasive and elitist Dru-Ann, Hollis’s best friend from UNC Chapel Hill. Dru-Ann’s career as a prominent Chicago sports agent is on the line after her comments about a client’s mental health issues are misconstrued online. Brooke, Hollis’s friend from their thirties, has just discovered that her husband is having an inappropriate relationship with a woman at work. Again! And then there’s Gigi, a stranger to everyone (including Hollis) who reached out to Hollis through her blog. Gigi embodies an unusual grace and, as it hap- pens, has many secrets.The Five-Star Weekend is a surprising and captivating story about friendship, love, and self-discovery set on Nantucket. It will be a weekend like no other.",13-Jun-23,Kindle $14.99,14.99,"Elin Hilderbrand lives on Nantucket with her husband and their three young children. She grew up in Collegeville, Pennsylvania, and traveled extensively before settling on Nantucket, which has been the setting for her five previous novels. Hilderbrand is a graduate of Johns Hopkins University and the graduate fiction workshop at the University of Iowa.Facebook.com/ElinHilderbrandPinterest.com/ElinHilderbrand",both
Stoner (New York Review Books Classics),4012,4.5,8979,6.99,Classics,NYRB Classics,New York Review of Books,Williams John,288.0,williams john,,,,,,,,,,,,,,,,left_only
Knitting the National Parks: 63 Easy-to-Follow Designs for Beautiful Beanies Inspired by the US National Parks (Knitting Books and Patterns; Knitting Beanies),4013,4.8,483,18.9,Textile & Costume,Weldon Owen,,Nancy Bates,272.0,nancy bates,,,,,,,,,,,,,,,,left_only
